,additionDate,biotoolsCURIE,biotoolsID,collectionID,confidence_flag,description,documentation,function,homepage,lastUpdate,name,owner,publication,toolType,topic,editPermission.type,credit,language,license,accessibility,cost,link,editPermission.authors,operatingSystem,download,version,elixirNode,elixirPlatform,maturity,validated,otherID,relation,elixirCommunity
139,2021-01-18T12:14:19Z,biotools:dbcovp,dbcovp,['COVID-19'],tool,DBCOVP is a database of coronavirus virulent glycoproteins. A Knowledge Based Resource for Exploring the Functional and Immunological Properties of Coronavirus Virulent Glycoproteins for Application in Vaccine Target Discovery.,,"[{'operation': [{'term': 'Epitope mapping', 'uri': 'http://edamontology.org/operation_0416'}, {'term': 'Database search', 'uri': 'http://edamontology.org/operation_2421'}, {'term': 'Peptide immunogenicity prediction', 'uri': 'http://edamontology.org/operation_0252'}, {'term': 'Deposition', 'uri': 'http://edamontology.org/operation_3431'}]}]",http://covp.immt.res.in/,2021-02-22T15:24:05Z,DBCOVP,Kigaard,"[{'doi': '10.1016/J.COMPBIOMED.2020.104131', 'metadata': {'abstract': '© 2020Since the emergence of SARS-CoV-1 (2002), novel coronaviruses have emerged periodically like the MERS- CoV (2012) and now, the SARS-CoV-2 outbreak which has posed a global threat to public health. Although, this is the third zoonotic coronavirus breakout within the last two decades, there are only a few platforms that provide information about coronavirus genomes. None of them is specific for the virulence glycoproteins and complete sequence-structural features of these virulence factors across the betacoronavirus family including SARS-CoV-2 strains are lacking. Against this backdrop, we present DBCOVP (http://covp.immt.res.in/), the first manually-curated, web-based resource to provide extensive information on the complete repertoire of structural virulent glycoproteins from coronavirus genomes belonging to betacoronavirus genera. The database provides various sequence-structural properties in which users can browse and analyze information in different ways. Furthermore, many conserved T-cell and B-cell epitopes predicted for each protein are present that may perform a significant role in eliciting the humoral and cellular immune response. The tertiary structure of the epitopes together with the docked epitope-HLA binding-complex is made available to facilitate further analysis. DBCOVP presents an easy-to-use interface with in-built tools for similarity search, cross-genome comparison, phylogenetic, and multiple sequence alignment. DBCOVP will certainly be an important resource for experimental biologists engaged in coronavirus research studies and will aid in vaccine development.', 'authors': [{'name': 'Sahoo S.'}, {'name': 'Mahapatra S.R.'}, {'name': 'Parida B.K.'}, {'name': 'Rath S.'}, {'name': 'Dehury B.'}, {'name': 'Raina V.'}, {'name': 'Mohakud N.K.'}, {'name': 'Misra N.'}, {'name': 'Suar M.'}], 'citationCount': 3, 'date': '2021-02-01T00:00:00Z', 'journal': 'Computers in Biology and Medicine', 'title': 'DBCOVP: A database of coronavirus virulent glycoproteins'}, 'pmcid': 'PMC7679231', 'pmid': '33276297'}]",['Database portal'],"[{'term': 'Immunoinformatics', 'uri': 'http://edamontology.org/topic_3948'}, {'term': 'Molecular modelling', 'uri': 'http://edamontology.org/topic_2275'}, {'term': 'Phylogenetics', 'uri': 'http://edamontology.org/topic_3293'}, {'term': 'Immunoproteins and antigens', 'uri': 'http://edamontology.org/topic_2830'}, {'term': 'Immunogenetics', 'uri': 'http://edamontology.org/topic_3930'}]",private,"[{'name': 'Mrutyunjay Suar', 'typeEntity': 'Person'}]",,,,,,,,,,,,,,,,
140,2021-01-18T10:00:11Z,biotools:deeptracer,deeptracer,['COVID-19'],tool,DeepTracer is a tool for Cryo-EM Protein Structure Modeling and Special Studies on CoV-related Complexes.,,"[{'operation': [{'term': 'Deposition', 'uri': 'http://edamontology.org/operation_3431'}, {'term': 'Side chain modelling', 'uri': 'http://edamontology.org/operation_0480'}, {'term': 'Mapping', 'uri': 'http://edamontology.org/operation_2429'}, {'term': 'Protein structure validation', 'uri': 'http://edamontology.org/operation_0321'}]}]",https://deeptracer.uw.edu,2021-02-27T15:34:43Z,DeepTracer,Kigaard,[{'doi': '10.1101/2020.07.21.214064'}],['Web application'],"[{'term': 'Imaging', 'uri': 'http://edamontology.org/topic_3382'}, {'term': 'Small molecules', 'uri': 'http://edamontology.org/topic_0154'}, {'term': 'Protein structure analysis', 'uri': 'http://edamontology.org/topic_2814'}]",private,"[{'email': 'dongsi@uw.edu', 'name': 'Dong Si', 'typeEntity': 'Person'}]",,,Open access (with restrictions),,,,,,,,,,,,,
141,2021-01-18T11:18:52Z,biotools:dockcov2,dockcov2,['COVID-19'],tool,DockCoV2 is a drug database against SARS-CoV-2. It can be used for coronavirus (SARS-CoV-2) drug screening.,,"[{'operation': [{'term': 'Virtual screening', 'uri': 'http://edamontology.org/operation_3938'}, {'term': 'Protein-protein docking', 'uri': 'http://edamontology.org/operation_3899'}, {'term': 'Database search', 'uri': 'http://edamontology.org/operation_2421'}]}]",https://covirus.cc/drugs/,2021-03-01T19:33:54Z,DockCoV2,Kigaard,"[{'doi': '10.1093/NAR/GKAA861', 'metadata': {'abstract': '© 2021 The Author(s) 2020. Published by Oxford University Press on behalf of Nucleic Acids Research.The current state of the COVID-19 pandemic is a global health crisis. To fight the novel coronavirus, one of the best-known ways is to block enzymes essential for virus replication. Currently, we know that the SARS-CoV-2 virus encodes about 29 proteins such as spike protein, 3C-like protease (3CLpro), RNA-dependent RNA polymerase (RdRp), Papain-like protease (PLpro), and nucleocapsid (N) protein. SARS-CoV-2 uses human angiotensin-converting enzyme 2 (ACE2) for viral entry and transmembrane serine protease family member II (TMPRSS2) for spike protein priming. Thus in order to speed up the discovery of potential drugs, we develop DockCoV2, a drug database for SARS-CoV-2. DockCoV2 focuses on predicting the binding affinity of FDA-approved and Taiwan National Health Insurance (NHI) drugs with the seven proteins mentioned above. This database contains a total of 3,109 drugs. DockCoV2 is easy to use and search against, is well cross-linked to external databases, and provides the state-of-the-art prediction results in one site. Users can download their drug-protein docking data of interest and examine additional drug-related information on DockCoV2. Furthermore, DockCoV2 provides experimental information to help users understand which drugs have already been reported to be effective against MERS or SARS-CoV. DockCoV2 is available at https://covirus.cc/drugs/.', 'authors': [{'name': 'Chen T.-F.'}, {'name': 'Chang Y.-C.'}, {'name': 'Hsiao Y.'}, {'name': 'Lee K.-H.'}, {'name': 'Hsiao Y.-C.'}, {'name': 'Lin Y.-H.'}, {'name': 'Tu Y.-C.E.'}, {'name': 'Huang H.-C.'}, {'name': 'Chen C.-Y.'}, {'name': 'Juan H.-F.'}], 'citationCount': 3, 'date': '2021-01-08T00:00:00Z', 'journal': 'Nucleic Acids Research', 'title': 'DockCoV2: A drug database against SARS-CoV-2'}, 'pmid': '33035337'}]",['Database portal'],"[{'term': 'Enzymes', 'uri': 'http://edamontology.org/topic_0821'}, {'term': 'Drug discovery', 'uri': 'http://edamontology.org/topic_3336'}, {'term': 'Molecular modelling', 'uri': 'http://edamontology.org/topic_2275'}, {'term': 'Small molecules', 'uri': 'http://edamontology.org/topic_0154'}, {'term': 'Drug development', 'uri': 'http://edamontology.org/topic_3373'}]",private,"[{'email': 'chienyuchen@ntu.edu.tw', 'name': 'Chien-Yu Chen', 'typeEntity': 'Person'}, {'email': 'yukijuan@ntu.edu.tw', 'name': 'Hsueh-Fen Juan', 'typeEntity': 'Person'}]",,GPL-3.0,Open access,,"[{'type': ['Repository'], 'url': 'https://github.com/ailabstw/DockCoV2'}]",,,,,,,,,,,
142,2021-05-17T08:32:18Z,biotools:lineagespot,lineagespot,['COVID-19'],,"Lineagespot is a framework written in R, and aims to identify and assign different SARS-CoV-2 lineages based on a single variant file (i.e., variant calling format).",,,https://github.com/BiodataAnalysisGroup/lineagespot,2021-05-17T08:38:25Z,lineagespot,fpsom,"[{'doi': '10.1101/2021.03.17.21252673', 'version': '1.0'}]",,,private,"[{'email': 'fpsom@certh.gr', 'name': 'Fotis E. Psomopoulos', 'orcidid': 'https://orcid.org/0000-0002-0222-4273', 'typeEntity': 'Person', 'typeRole': ['Primary contact']}]",,MIT,Open access,Free of charge,,,,,['1.0'],['Greece'],,Emerging,,,,
143,2021-06-14T13:32:10Z,biotools:coronavirus-network-explorer,coronavirus-network-explorer,['COVID-19'],tool,"Coronavirus Network Explorer is an exploratory tool to connect SARS-CoV-2 viral proteins to selected biological processes, diseases, and pathways. It is a tool for mining a large-scale knowledge graph for effects of SARS-CoV-2 on host cell function.",,"[{'operation': [{'term': 'Network visualisation', 'uri': 'http://edamontology.org/operation_3925'}, {'term': 'Protein interaction network prediction', 'uri': 'http://edamontology.org/operation_3094'}, {'term': 'Pathway analysis', 'uri': 'http://edamontology.org/operation_3928'}]}]",https://digitalinsights.qiagen.com/coronavirus-network-explorer,2021-08-23T18:01:03Z,Coronavirus Network Explorer,Kigaard,"[{'doi': '10.1186/S12859-021-04148-X', 'metadata': {'abstract': '© 2021, The Author(s).Background: Leveraging previously identified viral interactions with human host proteins, we apply a machine learning-based approach to connect SARS-CoV-2 viral proteins to relevant host biological functions, diseases, and pathways in a large-scale knowledge graph derived from the biomedical literature. Our goal is to explore how SARS-CoV-2 could interfere with various host cell functions, and to identify drug targets amongst the host genes that could potentially be modulated against COVID-19 by repurposing existing drugs. The machine learning model employed here involves gene embeddings that leverage causal gene expression signatures curated from literature. In contrast to other network-based approaches for drug repurposing, our approach explicitly takes the direction of effects into account, distinguishing between activation and inhibition. Results: We have constructed 70 networks connecting SARS-CoV-2 viral proteins to various biological functions, diseases, and pathways reflecting viral biology, clinical observations, and co-morbidities in the context of COVID-19. Results are presented in the form of interactive network visualizations through a web interface, the Coronavirus Network Explorer (CNE), that allows exploration of underlying experimental evidence. We find that existing drugs targeting genes in those networks are strongly enriched in the set of drugs that are already in clinical trials against COVID-19. Conclusions: The approach presented here can identify biologically plausible hypotheses for COVID-19 pathogenesis, explicitly connected to the immunological, virological and pathological observations seen in SARS-CoV-2 infected patients. The discovery of repurposable drugs is driven by prior knowledge of relevant functional endpoints that reflect known viral biology or clinical observations, therefore suggesting potential mechanisms of action. We believe that the CNE offers relevant insights that go beyond more conventional network approaches, and can be a valuable tool for drug repurposing. The CNE is available at https://digitalinsights.qiagen.com/coronavirus-network-explorer.', 'authors': [{'name': 'Kramer A.'}, {'name': 'Billaud J.-N.'}, {'name': 'Tugendreich S.'}, {'name': 'Shiffman D.'}, {'name': 'Jones M.'}, {'name': 'Green J.'}], 'citationCount': 1, 'date': '2021-12-01T00:00:00Z', 'journal': 'BMC Bioinformatics', 'title': 'The Coronavirus Network Explorer: mining a large-scale knowledge graph for effects of SARS-CoV-2 on host cell function'}, 'pmcid': 'PMC8091149', 'pmid': '33941085', 'type': ['Primary']}]",['Web application'],"[{'term': 'Molecular interactions, pathways and networks', 'uri': 'http://edamontology.org/topic_0602'}, {'term': 'Virology', 'uri': 'http://edamontology.org/topic_0781'}, {'term': 'Pathology', 'uri': 'http://edamontology.org/topic_0634'}, {'term': 'Small molecules', 'uri': 'http://edamontology.org/topic_0154'}, {'term': 'Preclinical and clinical studies', 'uri': 'http://edamontology.org/topic_3379'}]",private,"[{'email': 'andreas.kramer@qiagen.com', 'name': 'Andreas Krämer', 'orcidid': 'https://orcid.org/0000-0003-1352-7242', 'typeEntity': 'Person', 'typeRole': ['Primary contact']}]",,,,,,,,,,,,,,,,
144,2021-06-14T13:45:21Z,biotools:coronacentral,coronacentral,['COVID-19'],tool,CoronaCentral is a tool for analyzing the vast coronavirus literature with CoronaCentral.,"[{'type': ['FAQ'], 'url': 'https://coronacentral.ai/faqs'}]",,https://coronacentral.ai,2021-08-23T18:01:58Z,CoronaCentral,Kigaard,"[{'doi': '10.1073/PNAS.2100766118', 'metadata': {'abstract': '© This open access article is distributed under Creative Commons Attribution License 4.0 (CC BY).The SARS-CoV-2 pandemic has caused a surge in research exploring all aspects of the virus and its effects on human health. The overwhelming publication rate means that researchers are unable to keep abreast of the literature. To ameliorate this, we present the CoronaCentral resource that uses machine learning to process the research literature on SARS-CoV-2 together with SARS-CoV and MERS-CoV. We categorize the literature into useful topics and article types and enable analysis of the contents, pace, and emphasis of research during the crisis with integration of Altmetric data. These topics include therapeutics, disease forecasting, as well as growing areas such as “long COVID” and studies of inequality. This resource, available at https://coronacentral.ai, is updated daily.', 'authors': [{'name': 'Lever J.'}, {'name': 'Altman R.B.'}], 'citationCount': 2, 'date': '2021-06-08T00:00:00Z', 'journal': 'Proceedings of the National Academy of Sciences of the United States of America', 'title': 'Analyzing the vast coronavirus literature with CoronaCentral'}, 'pmid': '34016708', 'type': ['Primary']}]",['Web application'],"[{'term': 'Literature and language', 'uri': 'http://edamontology.org/topic_3068'}, {'term': 'Machine learning', 'uri': 'http://edamontology.org/topic_3474'}, {'term': 'Zoology', 'uri': 'http://edamontology.org/topic_3500'}]",private,"[{'email': 'jlever@stanford.edu', 'name': 'Jake Lever', 'orcidid': 'https://orcid.org/0000-0001-8198-2939', 'typeEntity': 'Person', 'typeRole': ['Primary contact']}]",,MIT,,,"[{'note': 'Website for viewing database of Coronavirus research', 'type': ['Repository'], 'url': 'https://github.com/jakelever/corona-web'}, {'note': 'Website for viewing database of Coronavirus research', 'type': ['Issue tracker'], 'url': 'https://github.com/jakelever/corona-web/issues'}, {'note': 'Machine learning to text-mine coronavirus research', 'type': ['Repository'], 'url': 'https://github.com/jakelever/corona-ml'}, {'note': 'Machine learning to text-mine coronavirus research', 'type': ['Issue tracker'], 'url': 'https://github.com/jakelever/corona-ml/issues'}, {'type': ['Other'], 'url': 'https://coronacentral.ai/feedback'}]",,,,,,,,,,,
145,2021-06-14T13:27:02Z,biotools:covidexpress,covidexpress,['COVID-19'],tool,CovidExpress is an interactive portal for intuitive investigation on SARS-CoV-2 related transcriptomes.,"[{'type': ['General'], 'url': 'https://stjudecab.github.io/covidexpress/'}]","[{'operation': [{'term': 'Gene-set enrichment analysis', 'uri': 'http://edamontology.org/operation_2436'}, {'term': 'Essential dynamics', 'uri': 'http://edamontology.org/operation_3891'}, {'term': 'Differential gene expression profiling', 'uri': 'http://edamontology.org/operation_3223'}, {'term': 'Principal component visualisation', 'uri': 'http://edamontology.org/operation_2939'}]}]",http://143.244.212.58/,2021-08-23T18:15:35Z,CovidExpress,Kigaard,[{'doi': '10.1101/2021.05.14.444026'}],['Web application'],"[{'term': 'RNA-Seq', 'uri': 'http://edamontology.org/topic_3170'}, {'term': 'Transcriptomics', 'uri': 'http://edamontology.org/topic_3308'}, {'term': 'Gene regulation', 'uri': 'http://edamontology.org/topic_0204'}, {'term': 'Gene transcripts', 'uri': 'http://edamontology.org/topic_3512'}, {'term': 'Genotype and phenotype', 'uri': 'http://edamontology.org/topic_0625'}]",private,"[{'email': 'beisi.xu@stjude.org', 'name': 'Beisi Xu', 'orcidid': 'https://orcid.org/0000-0003-0099-858X', 'typeEntity': 'Person', 'typeRole': ['Primary contact']}]",,,,,,,,,,,,,,,,
146,2021-01-18T10:20:32Z,biotools:virusurf,virusurf,['COVID-19'],tool,"ViruSurf, available at http://gmql.eu/virusurf/, is a large public database of viral sequences and integrated and curated metadata from heterogeneous sources (RefSeq, GenBank, COG-UK, and NMDC); it also exposes computed nucleotide and amino acid variants, called from original sequences. A GISAID-specific ViruSurf database, available at http://gmql.eu/virusurf_gisaid/, offers a subset of these functionalities. 

The database is centered on sequences, described from their biological, technological, and organizational dimensions. In addition, the analytical dimension characterizes the sequence in terms of its annotations and variants. The web interface enables expressing complex search queries in a simple way; arbitrary search queries can freely combine conditions on attributes from the four dimensions, extracting the resulting sequences.","[{'type': ['User manual'], 'url': 'https://github.com/DEIB-GECO/vue-metadata/wiki'}]","[{'operation': [{'term': 'Data handling', 'uri': 'http://edamontology.org/operation_2409'}, {'term': 'Data retrieval', 'uri': 'http://edamontology.org/operation_2422'}, {'term': 'Variant calling', 'uri': 'http://edamontology.org/operation_3227'}, {'term': 'Sequence alignment', 'uri': 'http://edamontology.org/operation_0292'}, {'term': 'Sequence analysis', 'uri': 'http://edamontology.org/operation_2403'}, {'term': 'Query and retrieval', 'uri': 'http://edamontology.org/operation_0224'}]}]",http://gmql.eu/virusurf/,2021-09-07T15:46:30Z,ViruSurf,abernasconi,"[{'doi': '10.1093/nar/gkaa846', 'pmcid': 'PMC7778888', 'pmid': '33045721', 'type': ['Primary']}]",['Database portal'],"[{'term': 'Sequencing', 'uri': 'http://edamontology.org/topic_3168'}, {'term': 'Data submission, annotation and curation', 'uri': 'http://edamontology.org/topic_0219'}, {'term': 'Bioinformatics', 'uri': 'http://edamontology.org/topic_0091'}, {'term': 'Virology', 'uri': 'http://edamontology.org/topic_0781'}]",group,"[{'email': 'stefano.ceri@polimi.it', 'name': 'Stefano Ceri', 'note': 'Professor of Database Systems at Politecnico di Milano', 'orcidid': 'https://orcid.org/0000-0003-0671-2415', 'typeEntity': 'Person', 'typeRole': ['Primary contact'], 'url': 'https://ceri.faculty.polimi.it/'}, {'email': 'arif.canakoglu@polimi.it', 'name': 'Arif Canakoglu', 'note': 'Research assistant at Politecnico di Milano', 'orcidid': 'https://orcid.org/0000-0003-4528-6586', 'typeEntity': 'Person', 'typeRole': ['Contributor'], 'url': 'https://www.deib.polimi.it/eng/people/details/626632'}, {'email': 'pietro.pinoli@polimi.it', 'name': 'Pietro Pinoli', 'note': 'Researcher at Politecnico di Milano', 'orcidid': 'https://orcid.org/0000-0001-9786-2851', 'typeRole': ['Contributor'], 'url': 'https://www.deib.polimi.it/ita/personale/dettagli/585322'}, {'email': 'anna.bernasconi@polimi.it', 'name': 'Anna Bernasconi', 'note': 'Research assistant at Politecnico di Milano', 'orcidid': 'https://orcid.org/0000-0001-8016-5750', 'typeEntity': 'Person', 'typeRole': ['Contributor'], 'url': 'https://annabernasconi.faculty.polimi.it/'}]",,,Open access,,"[{'note': 'GISAID-specific ViruSurf database', 'type': ['Other'], 'url': 'http://gmql.eu/virusurf_gisaid/'}]","['abernasconi', 'arif.canakoglu@polimi.it']",,,,,,,,,"[{'biotoolsID': 'genosurf', 'type': 'uses'}]",
147,2021-09-10T07:21:52Z,biotools:impusars,impusars,['COVID-19'],,"impuSARS allows the imputation of viral whole genome sequences from partially sequenced samples. Additionally, impuSARS provides the lineage associated to the imputed sequence. impuSARS have been validated with a reference of SARS-CoV-2 sequences.",,,https://github.com/babelomics/impuSARS,2021-09-10T07:26:51Z,impuSARS,fmortuno,,['Command-line tool'],"[{'term': 'Computational biology', 'uri': 'http://edamontology.org/topic_3307'}, {'term': 'Sequence analysis', 'uri': 'http://edamontology.org/topic_0080'}, {'term': 'Bioinformatics', 'uri': 'http://edamontology.org/topic_0091'}]",private,,"['Python', 'Bash']",MIT,Open access,Free of charge,,,,,['1.0'],,,,,,,
148,2021-09-20T09:57:56.624767Z,biotools:ginpipe,ginpipe,['COVID-19'],tool,GInPipe (Genome-based Incidence Estimation Pipeline) is a tool for rapid incidence estimation from SARS-CoV-2 genomes.,,"[{'operation': [{'term': 'Deposition', 'uri': 'http://edamontology.org/operation_3431'}, {'term': 'Filtering', 'uri': 'http://edamontology.org/operation_3695'}, {'term': 'Sorting', 'uri': 'http://edamontology.org/operation_3802'}]}]",https://github.com/KleistLab/GInPipe,2021-09-20T09:57:56.625138Z,GInPipe,Kigaard,"[{'doi': '10.1101/2021.05.14.21257234', 'type': ['Primary']}]",['Workflow'],"[{'term': 'Workflows', 'uri': 'http://edamontology.org/topic_0769'}, {'term': 'Virology', 'uri': 'http://edamontology.org/topic_0781'}, {'term': 'Public health and epidemiology', 'uri': 'http://edamontology.org/topic_3305'}, {'term': 'Infectious disease', 'uri': 'http://edamontology.org/topic_3324'}, {'term': 'Phylogenetics', 'uri': 'http://edamontology.org/topic_3293'}]",private,"[{'email': 'kleistm@rki.de', 'name': 'Max von Kleist', 'orcidid': 'https://orcid.org/0000-0001-6587-6394', 'typeEntity': 'Person', 'typeRole': ['Primary contact']}]","['Python', 'R']",GPL-3.0,,,"[{'type': ['Issue tracker'], 'url': 'https://github.com/KleistLab/GInPipe/issues'}]",,,,,,,,,,,
149,2021-10-06T14:59:39.485990Z,biotools:virusviz,virusviz,['COVID-19'],tool,VirusViz is a Web Server for analyzing viral sequences and visualizing their variants and characteristics.,"[{'type': ['General'], 'url': 'https://github.com/DEIB-GECO/VirusViz/wiki'}]","[{'operation': [{'term': 'Deposition', 'uri': 'http://edamontology.org/operation_3431'}, {'term': 'Visualisation', 'uri': 'http://edamontology.org/operation_0337'}, {'term': 'Genetic variation analysis', 'uri': 'http://edamontology.org/operation_3197'}, {'term': 'Variant effect prediction', 'uri': 'http://edamontology.org/operation_0331'}]}]",https://github.com/DEIB-GECO/VirusViz/wiki,2021-10-06T14:59:39.489217Z,VirusViz,Jennifer,"[{'doi': '10.1093/NAR/GKAB478', 'pmcid': 'PMC8344854', 'pmid': '34107016'}]",['Web application'],"[{'term': 'Small molecules', 'uri': 'http://edamontology.org/topic_0154'}, {'term': 'Genetic variation', 'uri': 'http://edamontology.org/topic_0199'}, {'term': 'Bioinformatics', 'uri': 'http://edamontology.org/topic_0091'}, {'term': 'Transcription factors and regulatory sites', 'uri': 'http://edamontology.org/topic_0749'}]",private,"[{'email': 'stefano.ceri@polimi.it', 'name': 'Stefano Ceri', 'orcidid': 'https://orcid.org/0000-0003-0671-2415', 'typeEntity': 'Person'}]","['Python', 'JavaScript']",GPL-3.0,,Free of charge,,,"['Mac', 'Linux', 'Windows']",,,,,,,,,
150,2021-10-10T12:43:00.202571Z,biotools:utldr,utldr,['COVID-19'],tool,An agent-based framework for modeling infectious diseases and public interventions,"[{'type': ['General'], 'url': 'https://github.com/KDDComplexNetworkAnalysis/UTLDR'}]","[{'operation': [{'term': 'Network analysis', 'uri': 'http://edamontology.org/operation_3927'}, {'term': 'Backbone modelling', 'uri': 'http://edamontology.org/operation_0479'}]}]",https://github.com/KDDComplexNetworkAnalysis/UTLDR,2021-10-10T12:43:00.204872Z,UTLDR,Jennifer,"[{'doi': '10.1007/S10844-021-00649-6', 'metadata': {'abstract': '© 2021, The Author(s).Due to the SARS-CoV-2 pandemic, epidemic modeling is now experiencing a constantly growing interest from researchers of heterogeneous study fields. Indeed, due to such an increased attention, several software libraries and scientific tools have been developed to ease the access to epidemic modeling. However, only a handful of such resources were designed with the aim of providing a simple proxy for the study of the potential effects of public interventions (e.g., lockdown, testing, contact tracing). In this work, we introduce UTLDR, a framework that, overcoming such limitations, allows to generate “what if” epidemic scenarios incorporating several public interventions (and their combinations). UTLDR is designed to be easy to use and capable to leverage information provided by stratified populations of agents (e.g., age, gender, geographical allocation, and mobility patterns…). Moreover, the proposed framework is generic and not tailored for a specific epidemic phenomena: it aims to provide a qualitative support to understanding the effects of restrictions, rather than produce forecasts/explanation of specific data-driven phenomena.', 'authors': [{'name': 'Rossetti G.'}, {'name': 'Milli L.'}, {'name': 'Citraro S.'}, {'name': 'Morini V.'}], 'date': '2021-10-01T00:00:00Z', 'journal': 'Journal of Intelligent Information Systems', 'title': 'UTLDR: an agent-based framework for modeling infectious diseases and public interventions'}, 'pmcid': 'PMC8210516', 'pmid': '34155422'}]","['Plug-in', 'Command-line tool']","[{'term': 'Infectious disease', 'uri': 'http://edamontology.org/topic_3324'}, {'term': 'Public health and epidemiology', 'uri': 'http://edamontology.org/topic_3305'}, {'term': 'Model organisms', 'uri': 'http://edamontology.org/topic_0621'}]",private,"[{'email': 'milli@di.unipi.it', 'name': 'Letizia Milli', 'orcidid': 'https://orcid.org/0000-0001-5283-0477', 'typeEntity': 'Person'}]",['Python'],Not licensed,,Free of charge,,,"['Mac', 'Linux', 'Windows']","[{'type': 'Command-line specification', 'url': 'https://github.com/KDDComplexNetworkAnalysis/UTLDR'}]",,,,,,,,
